Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,,,,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,,STT,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Distance
0,52,1,0,0,0,165.5,78,46,10.28,12.2,,,,0,0.425619835,1,0,0,0.222222222,0.570695553,0.557575758,0.318602261,0.326553051,0.3,,,,,,,,,,,,,,
1,150,1,0,0,4,136.6,112,42,10.47,12.2,,,,0,0.446280992,1,0,0,0.333333333,0.441277081,0.496969697,0.380267215,0.791094008,0.295,,,,,,,,,,,,,,
0,133,1,0,0,1,162.1,91,46,10.61,12.2,,,,0,0.429752066,1,0,0.051851852,0.222222222,0.357468643,0.703030303,0.337101747,0.719076416,0.57,,,,,,,,,,,,,,
0,130,1,1,3.29,1,174.5,120,81.9,10.88,12.2,,,,0,0.256198347,1,1,0.609259259,0.111111111,0.525085519,0.672727273,0.790339157,0.859263332,0.61,,,,,,,,,,,,,,
0,146,1,0,0,3,195.9,86,53,11.43,12.2,,,,0,0.429752066,1,1,0.540740741,0.333333333,0.783067275,0.6,0.81397739,0.532160528,0.54,,,,,,,,,,,,,,
0,90,1,0,0.32,2,157.9,72,50.2,11.7,12.2,,,,0,0.276859504,0,1,0.564814815,0.111111111,0.404789054,0.848484848,0.632065776,0.664101154,0.565,,,,,,,,,,,,,,
0,113,1,0,0,1,186,55,52,11.87,12.2,,,,0,0.256198347,0,1,0.5,0.111111111,0.431870011,0.6,0.534429599,0.40626718,0.5,,,,,,,,,,,,,,
0,79,1,1,3.29,3,103.1,90,71.9,12.15,12.2,,,,0,0.301652893,1,0,0,0.333333333,0.355758267,0.690909091,0.195272354,0.365585487,0.53,,,,,,,,,,,,,,
0,73,1,0,0,0,175.4,130,51,12.41,12.2,,,,0,0.309917355,1,0,0.064814815,0,0.510832383,0.515151515,0.405960946,0.612974162,0.62,,,,,,,,,,,,,,
0,96,1,0,0,1,170.5,86,53,13.88,12.2,,,,1,0.371900826,0,0,0,0.222222222,0.702394527,0.666666667,0.452209661,0.500274876,0.605,,,,,,,,,,,,,,
0,122,1,0,0,0,145.6,102,49,14.24,12.2,,,,0,0.41322314,1,0,0,0.555555556,0.663340935,0.690909091,0.431654676,0.512369434,0.575,,,,,,,,,,,,,,
0,143,1,0,0.42,0,119.1,117,49.2,14.39,12.2,,,,1,0.475206612,1,0,0,0,0.820980616,0.727272727,0.585817061,0.70313359,0.67,,,,,,,,,,,,,,
0,63,1,1,3.29,1,184.2,111,90.9,15.63,12.2,,,,0,0.537190083,1,1,0.635185185,0.111111111,0.486887115,0.878787879,0.722507708,0.650907092,0.635,,,,,,,,,,,,,,
0,106,1,1,3.32,3,197.4,125,78.2,6.17,12.3,,,,0,0.342975207,1,0,0,0.111111111,0.616020525,0.690909091,0.411099692,0.54315558,0.49,,,,,,,,,,,,,,
0,52,1,0,0,3,129.3,80,35,7.14,12.3,,,,0,0.425619835,1,0,0,0.222222222,0.395381984,0.606060606,0.287769784,0.592083562,0.245,,,,,,,,,,,,,,
0,64,1,1,3.32,1,201.3,101,80.2,7.19,12.3,,,,0,0.44214876,1,0,0.038888889,0.333333333,0.600627138,0.678787879,0.463514902,0.656404618,0.46,,,,,,,,,,,,,,
0,77,1,0,0,2,144.9,136,38,7.57,12.3,,,,0,0.454545455,1,0,0.061111111,0,0.518244014,0.709090909,0.352517986,0.434854316,0.485,,,,,,,,,,,,,,
0,135,1,1,3.32,1,273.4,141,93.2,7.7,12.3,,,,0,0.636363636,1,1,0.62037037,0.111111111,0.175598632,0.624242424,0.539568345,0.701484332,0.62,,,,,,,,,,,,,,
1,64,1,0,0,5,148.1,73,40,8.25,12.3,,,,0,0.268595041,1,0,0,0.111111111,0.592075257,0.515151515,0.400822199,0.54095657,0.34,,,,,,,,,,,,,,
0,84,1,0,0,1,159,80,42,8.4,12.3,,,,0,0.260330579,1,0,0.074074074,0.111111111,0.624857469,0.442424242,0.431654676,0.45904343,0.5,,,,,,,,,,,,,,
0,121,1,0,0,1,168.6,121,43,8.43,12.3,,,,0,0.280991736,1,0,0.055555556,0.222222222,0.64709236,0.739393939,0.513874615,0.711379879,0.445,,,,,,,,,,,,,,
0,89,1,0,0,3,89.5,66,31,8.97,12.3,,,,0,0.475206612,1,0,0,0.333333333,0.700969213,0.442424242,0.503597122,0.660252886,0.445,,,,,,,,,,,,,,
0,84,1,0,0,1,75.3,96,29,9,12.3,,,,0,0.41322314,1,0,0,0,0.733466363,0.509090909,0.472764645,0.507971413,0.675,,,,,,,,,,,,,,
0,137,1,0,0.26,0,144,90,42.6,9.08,12.3,,,,0,0.05785124,1,0,0,0.222222222,0.345210946,0.787878788,0.256937307,0.59373282,0.805,,,,,,,,,,,,,,
0,162,1,1,3.32,0,184.5,139,80.2,9.16,12.3,,,,1,0.359504132,1,0,0.072222222,0.444444444,0.859464082,0.824242424,0.656731757,0.708631116,0.67,,,,,,,,,,,,,,
0,91,1,1,3.32,3,232.4,97,89.2,9.3,12.3,,,,0,0.809917355,1,0,0,0,0.666761688,0.581818182,0.462487153,0.601979109,0.475,,,,,,,,,,,,,,
0,47,1,0,0,3,155.3,116,43,9.41,12.3,,,,1,0.202479339,0,0,0.062962963,0.222222222,0.283922463,0.654545455,0.343268243,0.848818032,0.685,,,,,,,,,,,,,,
0,171,1,0,0,1,231.2,135,56,9.44,12.3,,,,0,0.70661157,1,0,0,0.222222222,0.484036488,0.745454545,0.318602261,0.503573392,0.635,,,,,,,,,,,,,,
0,193,1,1,3.32,1,124,102,72.2,10.15,12.3,,,,1,0.772727273,0,1,0.72037037,0.111111111,0.566704675,0.696969697,0.749229188,0.457943925,0.72,,,,,,,,,,,,,,
0,111,1,0,0,3,255.9,97,61,10.21,12.3,,,,0,0.347107438,0,0,0,0.333333333,0.331242873,0.521212121,0.2672148,0.63166575,0.505,,,,,,,,,,,,,,
0,116,1,0,0,1,51.1,106,27,10.43,12.3,,,,1,0.421487603,0,0,0,0.111111111,0.729475485,0.775757576,0.431654676,0.387575591,0.605,,,,,,,,,,,,,,
0,163,1,1,3.32,2,231.9,56,91.2,10.59,12.3,,,,0,0.55785124,1,1,0.5,0.333333333,0.535062714,0.509090909,0.657759507,0.607476636,0.5,,,,,,,,,,,,,,
0,103,1,1,3.32,0,164.1,111,80.2,10.96,12.3,,,,0,0.636363636,1,1,0.42962963,0,0.558437856,0.551515152,0.628982528,0.588235294,0.43,,,,,,,,,,,,,,
1,109,1,1,3.32,1,166.9,85,81.2,11.06,12.3,,,,0,0.595041322,1,0,0,0.222222222,0.368871152,0.587878788,0.246659815,0.509620671,0.055,,,,,,,,,,,,,,
1,74,1,0,0,3,314.1,86,73,11.12,12.3,,,,0,0.475206612,1,1,0.45,0.222222222,0.629988597,0.654545455,0.630010277,0.415063222,0.45,,,,,,,,,,,,,,
1,134,1,0,0,0,296,93,70,11.32,12.3,,,,0,0.623966942,1,0,0,0.222222222,0.400513113,0.557575758,0.2672148,0.513468939,0.475,,,,,,,,,,,,,,
0,63,1,1,3.32,1,152.2,119,79.2,11.36,12.3,,,,1,0.26446281,0,0,0.057407407,0,0.792189282,0.745454545,0.514902364,0.428257284,0.46,,,,,,,,,,,,,,
0,130,1,0,0,1,150.4,119,46,11.53,12.3,,,,1,0.739669421,1,0,0,0.333333333,0.641106043,0.636363636,0.472764645,0.687190764,0.335,,,,,,,,,,,,,,
0,63,1,0,0.37,0,211.2,80,60.7,11.89,12.3,,,,0,0.272727273,1,0,0,0,0.311003421,0.709090909,0.246659815,0.597581089,0.64,,,,,,,,,,,,,,
0,83,1,0,0,1,78.1,70,34,11.97,12.3,,,,0,0.243801653,1,0,0,0,0.592360319,0.660606061,0.328879753,0.339747114,0.285,,,,,,,,,,,,,,
0,41,1,0,0,3,223.8,67,59,12.24,12.3,,,,0,0.566115702,1,0,0,0,0.586944128,0.581818182,0.441932169,0.706981858,0.605,,,,,,,,,,,,,,
0,95,1,0,0.44,3,156.6,88,52.4,12.38,12.3,,,,1,0.17768595,1,0,0.062962963,0.444444444,0.879703535,0.842424242,0.569373073,0.414513469,0.365,,,,,,,,,,,,,,
0,71,1,0,0.21,0,211.2,70,60.1,12.64,12.3,,,,0,0.099173554,1,0,0.061111111,0.222222222,0.691562144,0.418181818,0.50668037,0.574491479,0.72,,,,,,,,,,,,,,
0,20,1,0,0,2,186.8,89,54,12.67,12.3,,,,0,0.595041322,1,0,0,0.111111111,0.654503991,0.496969697,0.380267215,0.379879054,0.165,,,,,,,,,,,,,,
1,92,1,0,0,2,184.7,60,54,13.1,12.3,,,,0,0.5,1,1,0.385185185,0.222222222,0.473204105,0.375757576,0.57348407,0.643210555,0.385,,,,,,,,,,,,,,
0,141,1,1,3.32,0,116.9,127,77.2,13.83,12.3,,,,1,0.495867769,1,0,0.038888889,0,0.41277081,0.763636364,0.309352518,0.551401869,0.665,,,,,,,,,,,,,,
1,115,1,0,0,3,226.4,101,63,13.84,12.3,,,,0,0.223140496,0,0,0,0,0.302451539,0.466666667,0.154162384,0.339747114,0.645,,,,,,,,,,,,,,
0,148,1,1,3.32,1,252.9,129,101.2,14.22,12.3,,,,0,0.314049587,1,0,0,0.111111111,0.632269099,0.509090909,0.390544707,0.456294667,0.66,,,,,,,,,,,,,,
0,103,1,0,0,0,198.5,112,38,2.13,12.4,,,,0,0.045454545,1,0,0,0.222222222,0.583238312,0.593939394,0.400822199,0.584387026,0.49,,,,,,,,,,,,,,
0,116,1,0,0,3,137.4,126,34,6,12.4,,,,0,0.260330579,1,0,0.057407407,0.333333333,0.608608894,0.563636364,0.412127441,0.457943925,0.705,,,,,,,,,,,,,,
0,163,1,1,3.35,2,215.1,91,82.5,6.95,12.4,,,,0,0.376033058,1,1,0.5,0.222222222,0.433295325,0.575757576,0.647482014,0.755909841,0.5,,,,,,,,,,,,,,
0,45,1,0,0,1,207.6,71,49,7.64,12.4,,,,1,0.512396694,0,1,0.85,0.111111111,0.743443558,0.490909091,0.934224049,0.450247389,0.85,,,,,,,,,,,,,,
0,80,1,0,0,0,206.3,97,49,7.75,12.4,,,,0,0.657024793,1,0,0,0.111111111,0.474344356,0.709090909,0.431654676,0.871357889,0.5,,,,,,,,,,,,,,
0,104,1,0,0,0,97.2,88,30,7.78,12.4,,,,0,0.32231405,1,0,0,0,0.507126568,0.503030303,0.318602261,0.460142936,0.76,,,,,,,,,,,,,,
1,167,1,0,0,4,169.2,124,44,8.67,12.4,,,,0,0.144628099,1,0,0,0.333333333,0.67018244,0.587878788,0.441932169,0.54095657,0.35,,,,,,,,,,,,,,
0,98,1,0,0,5,206.5,92,51,8.81,12.4,,,,0,0.417355372,1,0,0,0.222222222,0.532497149,0.557575758,0.339157246,0.477735019,0.485,,,,,,,,,,,,,,
0,166,1,0,0.39,1,220.7,106,56.9,8.89,12.4,,,,0,0.566115702,0,0,0,0.111111111,0.765108324,0.490909091,0.483042138,0.479384277,0.58,,,,,,,,,,,,,,
0,90,1,0,0.22,2,222,93,56.2,9.35,12.4,,,,0,0.673553719,1,0,0,0.333333333,0.547605473,0.575757576,0.411099692,0.686641012,0.365,,,,,,,,,,,,,,
0,165,1,0,0,0,216.6,126,54,9.54,12.4,,,,1,0.512396694,1,0,0,0,0.686145952,0.496969697,0.513874615,0.740516767,0.505,,,,,,,,,,,,,,
0,130,1,0,0,1,207.1,70,53,10.01,12.4,,,,0,0.29338843,1,0,0.051851852,0.222222222,0.512827822,0.684848485,0.337101747,0.411764706,0.49,,,,,,,,,,,,,,
0,141,1,0,0,1,215.6,113,54,10.03,12.4,,,,1,0.301652893,1,0,0,0.333333333,0.895381984,0.521212121,0.606372045,0.611324904,0.615,,,,,,,,,,,,,,
0,75,1,1,3.35,1,130.9,115,73.5,10.17,12.4,,,,0,0.549586777,1,1,0.594444444,0,0.461801596,0.496969697,0.761562179,0.892798241,0.595,,,,,,,,,,,,,,
0,83,1,0,0,3,231.3,100,58,10.52,12.4,,,,0,0.595041322,1,0,0,0.111111111,0.501140251,0.539393939,0.411099692,0.754260583,0.62,,,,,,,,,,,,,,
0,174,1,1,3.35,1,221.8,143,89.5,10.53,12.4,,,,0,0.55785124,1,0,0,0,0.311858609,0.551515152,0.236382323,0.570643211,0.58,,,,,,,,,,,,,,
0,99,1,0,0,2,140.7,88,42,10.55,12.4,,,,1,0.859504132,1,0,0,0.333333333,0.727194983,0.751515152,0.503597122,0.633864761,0.425,,,,,,,,,,,,,,
0,21,1,0,0,1,223.2,142,57,10.83,12.4,,,,0,0.268595041,0,0,0.051851852,0.333333333,0.594925884,0.509090909,0.409044193,0.476635514,0.415,,,,,,,,,,,,,,
0,60,1,0,0,2,252.7,97,62,11.06,12.4,,,,0,0.623966942,1,1,0.394444444,0.111111111,0.611744584,0.654545455,0.537512847,0.265530511,0.395,,,,,,,,,,,,,,
0,76,1,0,0.35,0,179.2,85,53.5,11.15,12.4,,,,0,0.665289256,1,0,0,0.111111111,0.140250855,0.733333333,0.071942446,0.39582188,0.605,,,,,,,,,,,,,,
0,99,1,0,0,3,238.4,96,62,12.33,12.4,,,,0,0.29338843,1,0,0.037037037,0.222222222,0.402793615,0.806060606,0.246659815,0.371083013,0.56,,,,,,,,,,,,,,
1,106,1,0,0,2,210.6,96,57,12.46,12.4,,,,0,0.41322314,1,0,0.068518519,0.444444444,0.721778791,0.539393939,0.551901336,0.654205607,0.485,,,,,,,,,,,,,,
0,155,1,1,3.35,1,61.6,103,66.5,12.76,12.4,,,,0,0.512396694,1,0,0,0,0.58722919,0.775757576,0.390544707,0.544804838,0.66,,,,,,,,,,,,,,
0,99,1,0,0,0,155.3,93,49,13.29,12.4,,,,0,0.185950413,1,0,0,0.222222222,0.115165336,0.636363636,0.082219938,0.473886751,0.45,,,,,,,,,,,,,,
0,49,1,0,0,2,119.4,69,44,13.67,12.4,,,,1,0.541322314,1,0,0,0.111111111,0.830102623,0.63030303,0.575539568,0.643760308,0.445,,,,,,,,,,,,,,
0,145,1,0,0,1,175.8,89,54,13.72,12.4,,,,0,0.79338843,1,1,0.585185185,0,0.202964652,0.351515152,0.417266187,0.343045629,0.585,,,,,,,,,,,,,,
0,110,1,0,0,1,148.5,115,49,13.82,12.4,,,,1,0.256198347,1,0,0,0,0.746294185,0.418181818,0.534429599,0.673446949,0.735,,,,,,,,,,,,,,
1,98,1,0,0.2,0,217.2,121,65,15.17,12.4,,,,0,0.508264463,1,0,0,0.111111111,0.545324971,0.812121212,0.421377184,0.719076416,0.5,,,,,,,,,,,,,,
0,39,1,0,0.23,1,60.4,158,39.3,15.31,12.4,,,,0,0.590909091,1,0,0,0,0.379988597,0.612121212,0.318602261,0.702583837,0.58,,,,,,,,,,,,,,
0,163,1,0,0,1,122.4,129,31,5.67,12.5,,,,0,0.475206612,1,1,0.3,0.222222222,0.523375143,0.836363636,0.526207605,0.560197911,0.3,,,,,,,,,,,,,,
0,55,1,1,3.38,2,189.3,95,76.8,5.93,12.5,,,,0,0.776859504,1,1,0.77037037,0.111111111,0.442417332,0.703030303,0.725590956,0.537658054,0.77,,,,,,,,,,,,,,
0,65,1,1,3.38,4,208.8,119,81.8,7.11,12.5,,,,0,0.396694215,1,1,0.305555556,0.111111111,0.807012543,0.563636364,0.683453237,0.509620671,0.305,,,,,,,,,,,,,,
0,174,1,0,0,0,235.5,108,53,7.12,12.5,,,,0,0.561983471,1,1,0.605555556,0.222222222,0.531641961,0.56969697,0.675231244,0.489279824,0.605,,,,,,,,,,,,,,
0,123,1,0,0,2,140,106,37,7.69,12.5,,,,0,0.582644628,1,1,0.214814815,0,0.465507412,0.63030303,0.38643371,0.373831776,0.215,,,,,,,,,,,,,,
0,153,1,0,0.33,0,228.9,102,56.3,8.04,12.5,,,,0,0.342975207,1,0,0,0.111111111,0.57981756,0.757575758,0.380267215,0.503023639,0.69,,,,,,,,,,,,,,
0,90,1,0,0,2,205.7,138,49,8.1,12.5,,,,0,0.487603306,1,1,0.5,0.111111111,0.507696693,0.666666667,0.637204522,0.584936778,0.5,,,,,,,,,,,,,,
0,161,1,0,0,1,196.6,73,48,8.51,12.5,,,,0,0.648760331,1,0,0,0.111111111,0.558437856,0.624242424,0.277492292,0.245189665,0.515,,,,,,,,,,,,,,
0,177,1,0,0,2,232.8,106,55,8.76,12.5,,,,0,0.202479339,1,0,0.053703704,0.111111111,0.841790194,0.76969697,0.523124358,0.350192413,0.48,,,,,,,,,,,,,,
0,93,1,1,3.38,2,136.8,113,72.8,8.98,12.5,,,,0,0.400826446,1,0,0.072222222,0.222222222,0.387970353,0.496969697,0.276464543,0.429906542,0.505,,,,,,,,,,,,,,
0,30,1,0,0,0,227.4,88,55,9.13,12.5,,,,0,0.41322314,1,1,0.65,0.222222222,0.325256556,0.575757576,0.566289825,0.44420011,0.65,,,,,,,,,,,,,,
0,95,1,0,0,1,135,99,39,9.18,12.5,,,,1,0.747933884,1,0,0,0.222222222,0.795610034,0.751515152,0.503597122,0.496426608,0.475,,,,,,,,,,,,,,
0,70,1,0,0.3,3,147.1,105,46,10,12.5,,,,0,0.20661157,1,0,0,0,0.482611174,0.672727273,0.277492292,0.383727323,0.6,,,,,,,,,,,,,,
1,98,1,0,0,1,165,129,46,10.13,12.5,,,,0,0.479338843,1,0,0.048148148,0.222222222,0.611174458,0.56969697,0.38643371,0.379329302,0.495,,,,,,,,,,,,,,
0,59,1,0,0.19,1,153.6,92,45.9,10.28,12.5,,,,0,0.376033058,0,0,0,0,0.729190422,0.757575758,0.431654676,0.392523364,0.585,,,,,,,,,,,,,,
1,100,1,0,0,1,96.5,86,35,10.51,12.5,,,,0,0.351239669,1,0,0.055555556,0.222222222,0.422462942,0.43030303,0.400822199,0.783947224,0.31,,,,,,,,,,,,,,
0,54,1,1,3.38,2,143.9,73,76.8,10.52,12.5,,,,0,0.5,1,0,0,0.222222222,0.340079818,0.563636364,0.2672148,0.615722925,0.435,,,,,,,,,,,,,,
0,69,1,0,0.29,3,195.3,70,54.9,10.84,12.5,,,,0,0.640495868,1,1,0.740740741,0.111111111,0.548175599,0.83030303,0.781089414,0.549752611,0.74,,,,,,,,,,,,,,
0,76,1,0,0,0,198.3,130,53,10.86,12.5,,,,1,0.520661157,1,0,0,0,0.698973774,0.551515152,0.483042138,0.597031336,0.695,,,,,,,,,,,,,,
0,22,1,0,0,1,160.4,108,46,10.91,12.5,,,,1,0.533057851,0,0,0,0.555555556,0.616305587,0.642424242,0.554984584,1,0.845,,,,,,,,,,,,,,
0,78,1,0,0.51,1,168.3,110,53.1,11.06,12.5,,,,0,0.648760331,1,0,0,0.222222222,0.491448119,0.690909091,0.390544707,0.7053326,0,,,,,,,,,,,,,,
0,118,1,0,0,2,224.6,94,58,11.3,12.5,,,,0,0.595041322,0,1,0.555555556,0.111111111,0.499714937,0.648484848,0.606372045,0.421660253,0.555,,,,,,,,,,,,,,
0,129,1,0,0,1,150,98,46,11.62,12.5,,,,1,0.367768595,0,1,0.664814815,0,0.481755986,0.63030303,0.687564234,0.518966465,0.665,,,,,,,,,,,,,,
0,62,1,0,0,2,86.3,84,35,11.94,12.5,,,,0,0.520661157,1,1,0.459259259,0.333333333,0.007411631,0.684848485,0.347379239,0.698185816,0.46,,,,,,,,,,,,,,
0,123,1,1,3.38,1,198.7,127,88.8,12.45,12.5,,,,0,0.446280992,1,0,0,0.111111111,0.524800456,0.866666667,0.369989723,0.582188015,0.495,,,,,,,,,,,,,,
0,124,1,0,0,2,150.3,101,48,12.8,12.5,,,,0,0.359504132,1,0,0.05,0.111111111,0.518529076,0.545454545,0.336073998,0.416712479,0.375,,,,,,,,,,,,,,
0,85,1,0,0.25,0,127.9,107,47.5,13.56,12.5,,,,0,0.41322314,1,1,0.540740741,0,0.456385405,0.703030303,0.628982528,0.577240242,0.54,,,,,,,,,,,,,,
0,100,1,0,0,0,203.8,122,59,14.16,12.5,,,,0,0.702479339,1,0,0.046296296,0,0.541049031,0.739393939,0.375128469,0.477735019,0.515,,,,,,,,,,,,,,
0,86,1,0,0,1,150.8,85,51,14.8,12.5,,,,0,0.082644628,1,0,0,0.111111111,0.636259977,0.860606061,0.441932169,0.595382078,0.62,,,,,,,,,,,,,,
0,172,1,0,0,3,212,121,39,1.56,12.6,,,,0,0.595041322,1,1,0.535185185,0.222222222,0.615735462,0.56969697,0.728674203,0.61902144,0.535,,,,,,,,,,,,,,
0,89,1,0,0,3,111.2,101,30,6.11,12.6,,,,0,0.367768595,1,0,0.051851852,0.222222222,0.565849487,0.751515152,0.470709147,0.732820231,0.4,,,,,,,,,,,,,,
0,94,1,0,0,1,163.5,136,41,7.19,12.6,,,,0,0.132231405,1,0,0.038888889,0.111111111,0.454675029,0.696969697,0.329907503,0.537108301,0.355,,,,,,,,,,,,,,
0,43,1,0,0,0,135.8,125,37,8.16,12.6,,,,1,0.247933884,1,1,0.509259259,0.222222222,0.299315849,0.472727273,0.488180884,0.496426608,0.51,,,,,,,,,,,,,,
0,112,1,0,0,3,206.2,122,50,8.23,12.6,,,,0,0.438016529,1,0,0.059259259,0.333333333,0.58295325,0.654545455,0.392600206,0.44639912,0.67,,,,,,,,,,,,,,
0,130,1,0,0.23,1,115.6,129,36.3,8.39,12.6,,,,1,0.603305785,1,0,0,0,0.781071836,0.557575758,0.544707091,0.637163277,0.31,,,,,,,,,,,,,,
0,114,1,0,0,2,155.3,75,41,8.5,12.6,,,,0,0.479338843,1,0,0,0.222222222,0.452394527,0.509090909,0.298047276,0.499725124,0.385,,,,,,,,,,,,,,
0,102,1,0,0,2,123.1,106,37,9.1,12.6,,,,0,0.388429752,1,0,0,0.111111111,0.655359179,0.703030303,0.441932169,0.556349643,0.71,,,,,,,,,,,,,,
0,118,1,0,0,2,154.6,112,42,9.21,12.6,,,,0,0.76446281,1,0,0,0.111111111,0.39281642,0.587878788,0.2672148,0.516217702,0.435,,,,,,,,,,,,,,
0,135,1,0,0,1,246.8,129,58,9.39,12.6,,,,0,0.524793388,1,0,0,0,0.511402509,0.56969697,0.411099692,0.743265531,0.395,,,,,,,,,,,,,,
0,149,1,1,3.4,3,180.7,92,81,9.39,12.6,,,,0,0.223140496,1,1,0.405555556,0.333333333,0.39709236,0.612121212,0.482014388,0.490379329,0.405,,,,,,,,,,,,,,
0,101,1,1,3.4,0,193.9,71,84,9.49,12.6,,,,0,0.549586777,1,0,0,0.222222222,0.022234892,0.521212121,0.020554985,0.471137988,0.645,,,,,,,,,,,,,,
0,126,1,1,3.4,3,114.3,102,70,9.52,12.6,,,,0,0.392561983,1,1,0.564814815,0.111111111,0.521949829,0.533333333,0.621788284,0.405167675,0.565,,,,,,,,,,,,,,
0,108,1,0,0,1,187.4,101,49,10,12.6,,,,0,0.438016529,1,0,0.064814815,0,0.589794755,0.478787879,0.488180884,0.721275426,0.535,,,,,,,,,,,,,,
0,25,1,0,0,2,134.3,98,41,10.12,12.6,,,,0,0.504132231,1,0,0,0.222222222,0.399087799,0.642424242,0.236382323,0.422759758,0.625,,,,,,,,,,,,,,
0,132,1,0,0.31,1,191.9,107,54.1,10.35,12.6,,,,0,0.140495868,1,0,0,0.222222222,0.510832383,0.357575758,0.421377184,0.77899945,0.29,,,,,,,,,,,,,,
0,107,1,1,3.4,3,198.9,87,86,10.35,12.6,,,,0,0.301652893,1,0,0,0,0.505701254,0.824242424,0.380267215,0.660802639,0.6,,,,,,,,,,,,,,
0,140,1,0,0,3,149.7,71,44,10.63,12.6,,,,0,0.533057851,1,0,0.042592593,0.111111111,0.329532497,0.781818182,0.229188078,0.461242441,0.63,,,,,,,,,,,,,,
0,150,1,0,0,1,169.2,123,48,10.84,12.6,,,,1,0.561983471,0,0,0,0,0.67645382,0.624242424,0.431654676,0.485981308,0.71,,,,,,,,,,,,,,
0,159,1,1,3.4,2,153.6,93,79,10.85,12.6,,,,0,0.359504132,1,0,0.057407407,0.111111111,0.517388826,0.703030303,0.371017472,0.514018692,0.525,,,,,,,,,,,,,,
0,86,1,0,0,0,83.5,96,33,11.06,12.6,,,,0,0.326446281,1,0,0,0.333333333,0.146807298,0.545454545,0.092497431,0.450797141,0.475,,,,,,,,,,,,,,
0,103,1,0,0,2,185,117,51,11.17,12.6,,,,0,0.475206612,1,1,0.409259259,0.333333333,0.443842645,0.63030303,0.525179856,0.509620671,0.41,,,,,,,,,,,,,,
0,130,1,1,3.4,1,257.2,108,97,11.22,12.6,,,,0,0.504132231,1,1,0.744444444,0.222222222,0.698403649,0.533333333,0.937307297,0.72842221,0.745,,,,,,,,,,,,,,
0,100,1,1,3.4,3,125.2,123,75,11.55,12.6,,,,0,0.491735537,1,0,0,0.111111111,0.375427594,0.6,0.236382323,0.448598131,0.535,,,,,,,,,,,,,,
0,90,1,1,3.4,2,156.7,51,81,11.83,12.6,,,,0,0.599173554,0,0,0,0.111111111,0.316704675,0.763636364,0.328879753,0.861462342,0.525,,,,,,,,,,,,,,
0,114,1,1,3.4,3,154.6,100,81,12.08,12.6,,,,0,0.433884298,1,1,0.409259259,0.333333333,0.252280502,0.606060606,0.525179856,0.892798241,0.41,,,,,,,,,,,,,,
0,139,1,0,0,1,165,132,50,12.49,12.6,,,,0,0.495867769,1,1,0.6,0.111111111,0.330672748,0.515151515,0.528263104,0.412864211,0.6,,,,,,,,,,,,,,
0,134,1,0,0.35,1,208.3,86,60.5,12.68,12.6,,,,0,0.561983471,1,0,0.042592593,0.111111111,0.44327252,0.490909091,0.270298047,0.366135239,0.455,,,,,,,,,,,,,,
0,161,1,0,0,2,107.5,121,41,12.82,12.6,,,,0,0.342975207,1,1,0.285185185,0.222222222,0.30359179,0.393939394,0.404933196,0.620670698,0.285,,,,,,,,,,,,,,
0,146,1,0,0,1,109,69,42,13.29,12.6,,,,0,0.272727273,1,1,0.659259259,0.111111111,0.499429875,0.412121212,0.705035971,0.547553601,0.66,,,,,,,,,,,,,,
1,212,1,0,0.23,2,226,127,67.3,15.23,12.6,,,,1,0.661157025,1,0,0,0.444444444,0.440992018,0.509090909,0.287769784,0.488730071,0.295,,,,,,,,,,,,,,
0,92,1,1,3.43,2,184,99,72.3,3.82,12.7,,,,1,0.549586777,1,1,0.305555556,0.222222222,0.704675029,0.636363636,0.662898253,0.620120946,0.305,,,,,,,,,,,,,,
0,31,1,0,0.28,1,166.1,105,37.8,3.97,12.7,,,,1,0.252066116,0,1,0.659259259,0,0.622576967,0.563636364,0.818088386,0.650907092,0.66,,,,,,,,,,,,,,
0,72,1,0,0.27,0,272.4,88,58.7,5.4,12.7,,,,0,0.491735537,1,1,0.45,0.111111111,0.648517674,0.490909091,0.712230216,0.645959318,0.45,,,,,,,,,,,,,,
0,104,1,0,0.27,1,183.6,133,44.7,6.04,12.7,,,,0,0.533057851,1,1,0.37037037,0,0.527366021,0.709090909,0.606372045,0.686091259,0.37,,,,,,,,,,,,,,
0,43,1,0,0,4,177.2,93,43,7.13,12.7,,,,0,0.078512397,1,0,0,0.222222222,0.532497149,0.539393939,0.411099692,0.696536559,0.615,,,,,,,,,,,,,,
0,128,1,0,0,1,216,111,50,7.69,12.7,,,,0,0.276859504,1,0,0,0.111111111,0.45267959,0.721212121,0.318602261,0.582188015,0.515,,,,,,,,,,,,,,
0,90,1,0,0,1,193.7,83,47,7.71,12.7,,,,0,0.458677686,1,0,0,0,0.594925884,0.909090909,0.411099692,0.584936778,0.425,,,,,,,,,,,,,,
0,57,1,0,0.19,1,192.8,68,48.9,7.9,12.7,,,,0,0.314049587,1,0,0,0.333333333,0.529931585,0.575757576,0.369989723,0.582737768,0.565,,,,,,,,,,,,,,
